date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
15/01/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,16.13,0.22
15/01/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,33.63,0.47
15/01/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,3246,45.15
15/01/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,17,0.24
15/01/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,1800,25.03
15/01/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,39,0.54
15/01/2006,Eastern,Marsabit,Marsabit,190,2.33,37.98,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,21,0.29
15/01/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,26,0.36
15/01/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,15.48,0.22
15/01/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1399,19.46
15/01/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,1960,27.26
15/01/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,22,0.31
15/01/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,115,1.6
15/01/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,42.31,0.59
15/01/2006,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,30,0.42
15/01/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,14.84,0.21
15/01/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1320,18.36
15/01/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,1074.07,14.94
15/01/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,39.61,0.55
15/01/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,4000,55.63
15/01/2006,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,26,0.36
15/01/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1192,16.58
15/01/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,45.85,0.64
15/01/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,2799,38.93
15/02/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,16.41,0.23
15/02/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,39.48,0.55
15/02/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,18,0.25
15/02/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,42,0.59
15/02/2006,Eastern,Marsabit,Marsabit,190,2.33,37.98,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,22,0.31
15/02/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,26,0.36
15/02/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1488,20.75
15/02/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,25,0.35
15/02/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,120,1.67
15/02/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,47.1,0.66
15/02/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,3485,48.61
15/02/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,17.83,0.25
15/02/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1456,20.31
15/02/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,1184.99,16.53
15/02/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,42.79,0.6
15/02/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,4000,55.79
15/02/2006,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,28,0.39
15/02/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1304,18.19
15/02/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,1038.33,14.48
15/02/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,1504,20.98
15/02/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,44.02,0.61
15/02/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,3150,43.93
15/03/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,16.98,0.23
15/03/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1476,20.4
15/03/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,44.69,0.62
15/03/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,18,0.25
15/03/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,1722.21,23.8
15/03/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,47,0.65
15/03/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,26,0.36
15/03/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,961.11,13.28
15/03/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,108,1.49
15/03/2006,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,27,0.37
15/03/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1554.55,21.49
15/03/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,1595,22.05
15/03/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,54.52,0.75
15/03/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,4515,62.4
15/03/2006,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,27,0.37
15/03/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,875.97,12.11
15/03/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,1115.75,15.42
15/03/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,50.54,0.7
15/03/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,3305,45.68
15/04/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1595,22.44
15/04/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,19,0.27
15/04/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,53,0.75
15/04/2006,Eastern,Marsabit,Marsabit,190,2.33,37.98,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,24,0.34
15/04/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,26,0.37
15/04/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1540,21.66
15/04/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,2310,32.5
15/04/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,25,0.35
15/04/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,110,1.55
15/04/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,47.1,0.66
15/04/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,4310,60.63
15/04/2006,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,28,0.39
15/04/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,16.6,0.23
15/04/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1520,21.38
15/04/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,1911.11,26.88
15/04/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,50.15,0.71
15/04/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,4640,65.27
15/04/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,14.19,0.2
15/04/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1277,17.96
15/04/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,3060,43.05
15/05/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,19.12,0.27
15/05/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1739.47,24.26
15/05/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,3978.95,55.49
15/05/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,22,0.31
15/05/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,51,0.71
15/05/2006,Eastern,Marsabit,Marsabit,190,2.33,37.98,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,22,0.31
15/05/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,26,0.36
15/05/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,17.71,0.25
15/05/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1624.76,22.66
15/05/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,25,0.35
15/05/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,49.72,0.69
15/05/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,4505,62.83
15/05/2006,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,25,0.35
15/05/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,18.77,0.26
15/05/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1720,23.99
15/05/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,1111.1,15.5
15/05/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,1400,19.53
15/05/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,48.09,0.67
15/05/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,4543,63.36
15/05/2006,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,26,0.36
15/05/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1445.26,20.16
15/05/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,53.6,0.75
15/06/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1814.75,24.67
15/06/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,2706.25,36.79
15/06/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,53,0.72
15/06/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,26,0.35
15/06/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1550.91,21.09
15/06/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,861.1,11.71
15/06/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,22,0.3
15/06/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,120,1.63
15/06/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,33.07,0.45
15/06/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,3017,41.02
15/06/2006,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,22,0.3
15/06/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,19.3,0.26
15/06/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1714,23.3
15/06/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,586.11,7.97
15/06/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,1220,16.59
15/06/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,38.51,0.52
15/06/2006,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,27,0.37
15/06/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,17.03,0.23
15/06/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1549,21.06
15/06/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,1322.22,17.98
15/06/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,46.06,0.63
15/06/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,2978,40.49
15/07/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1695,23.05
15/07/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,30.15,0.41
15/07/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,22,0.3
15/07/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,18.61,0.25
15/07/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1690.67,22.99
15/07/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,662.22,9.01
15/07/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,22,0.3
15/07/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,30.3,0.41
15/07/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,2760,37.53
15/07/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,17.26,0.23
15/07/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1533.33,20.85
15/07/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,455.55,6.2
15/07/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,34.77,0.47
15/07/2006,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,26,0.35
15/07/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,16.56,0.23
15/07/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1550,21.08
15/07/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,333.32,4.53
15/07/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,41.43,0.56
15/07/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,2260,30.73
15/08/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,15.31,0.21
15/08/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1131.25,15.58
15/08/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,42,0.58
15/08/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,17.5,0.24
15/08/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1585.75,21.84
15/08/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,555.55,7.65
15/08/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,1668.75,22.99
15/08/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,20,0.28
15/08/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,120,1.65
15/08/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,30.59,0.42
15/08/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,2888,39.78
15/08/2006,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,23,0.32
15/08/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,15.24,0.21
15/08/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1231,16.96
15/08/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,30.12,0.41
15/08/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,2777,38.25
15/08/2006,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,27,0.37
15/08/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,17.08,0.24
15/08/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1529.5,21.07
15/08/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,468.51,6.45
15/08/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,29.39,0.4
15/08/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,1975,27.2
15/09/2006,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1075,14.69
15/09/2006,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,19,0.26
15/09/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,14.8,0.2
15/09/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1278,17.46
15/09/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,20,0.27
15/09/2006,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,120,1.64
15/09/2006,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,22,0.3
15/09/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1242,16.97
15/09/2006,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,30.74,0.42
15/09/2006,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,29,0.4
15/09/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1124.38,15.36
