date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
15/11/2019,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,2745,26.95
15/11/2019,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,3500,34.36
15/11/2019,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,5000,49.09
15/11/2019,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,3170,31.12
15/11/2019,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,5400,53.02
15/12/2019,,,Hola (Tana River),1854,,,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,66,0.65
15/12/2019,Coast,Kilifi,Kilifi,1852,-3.63,39.85,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,47.3,0.47
15/12/2019,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,44.6,0.44
15/12/2019,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,4400,43.34
15/12/2019,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,4500,44.32
15/12/2019,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,44,0.43
15/12/2019,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,38.34,0.38
15/12/2019,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,3580,35.26
15/12/2019,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,5860,57.72
15/12/2019,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,45,0.44
15/12/2019,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (diesel),284,L,actual,Retail,KES,101.78,1
15/12/2019,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (kerosene),283,L,actual,Retail,KES,102.31,1.01
15/12/2019,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (petrol-gasoline),285,L,actual,Retail,KES,109.5,1.08
15/12/2019,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,190,1.87
15/12/2019,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,9660,95.14
15/12/2019,North Eastern,Garissa,Garissa,1855,-0.46,39.65,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,68,0.67
15/12/2019,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,46,0.45
15/12/2019,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,46,0.45
15/12/2019,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,29.74,0.29
15/12/2019,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2800,27.58
15/12/2019,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,2647.5,26.08
15/12/2019,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,3500,34.47
15/12/2019,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,5000,49.24
15/12/2019,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,65,0.64
15/12/2019,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,26.88,0.26
15/12/2019,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2500,24.62
15/12/2019,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,1916.25,18.87
15/12/2019,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,5400,53.18
15/12/2019,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,8100,79.78
15/01/2020,Coast,Kilifi,Kilifi,1852,-3.63,39.85,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,107,1.06
15/01/2020,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,37.1,0.37
15/01/2020,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,3400,33.56
15/01/2020,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,8250,81.44
15/01/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,38,0.38
15/01/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,5925,58.49
15/01/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,79,0.78
15/01/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,45,0.44
15/01/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,36.85,0.36
15/01/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,2240,22.11
15/01/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,5300,52.32
15/01/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,45,0.44
15/01/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (kerosene),283,L,actual,Retail,KES,103.95,1.03
15/01/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (petrol-gasoline),285,L,actual,Retail,KES,110.2,1.09
15/01/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,195,1.92
15/01/2020,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,80,0.79
15/01/2020,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,46,0.45
15/01/2020,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,124,1.22
15/01/2020,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,2500,24.68
15/01/2020,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,3556.25,35.11
15/01/2020,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,5281.25,52.13
15/01/2020,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,34.52,0.34
15/01/2020,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,3100,30.6
15/01/2020,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,5400,53.31
15/01/2020,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,8100,79.96
15/02/2020,Coast,Kilifi,Kilifi,1852,-3.63,39.85,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,45.7,0.45
15/02/2020,Coast,Kilifi,Kilifi,1852,-3.63,39.85,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,103.5,1.03
15/02/2020,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,34.95,0.35
15/02/2020,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,3191.25,31.71
15/02/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,37,0.37
15/02/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,3050,30.3
15/02/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,5100,50.67
15/02/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,78,0.77
15/02/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,3365,33.43
15/02/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,2300,22.85
15/02/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,45,0.45
15/02/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (kerosene),283,L,actual,Retail,KES,102.69,1.02
15/02/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (petrol-gasoline),285,L,actual,Retail,KES,112.87,1.12
15/02/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,198,1.97
15/02/2020,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,47.3,0.47
15/02/2020,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,50,0.5
15/02/2020,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,93,0.92
15/02/2020,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,31.02,0.31
15/02/2020,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2800,27.82
15/02/2020,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,3300,32.79
15/02/2020,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,7325,72.78
15/02/2020,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,64,0.64
15/02/2020,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,3130,31.1
15/02/2020,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,1852.5,18.41
15/02/2020,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,5400,53.65
15/02/2020,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,9450,93.89
15/03/2020,Coast,Kilifi,Kilifi,1852,-3.63,39.85,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,41.9,0.41
15/03/2020,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,9000,87.27
15/03/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,30,0.29
15/03/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,31.38,0.3
15/03/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2783.25,26.99
15/03/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (diesel),284,L,actual,Retail,KES,97.56,0.95
15/03/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (kerosene),283,L,actual,Retail,KES,77.28,0.75
15/03/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (petrol-gasoline),285,L,actual,Retail,KES,92.87,0.9
15/03/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,195,1.89
15/03/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,8350,80.96
15/03/2020,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,77,0.75
15/03/2020,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,48.79,0.47
15/03/2020,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,48.5,0.47
15/03/2020,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,47,0.46
15/03/2020,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,100,0.97
15/03/2020,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,31.31,0.3
15/03/2020,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2788.89,27.04
15/03/2020,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,2700,26.18
15/03/2020,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,8000,77.57
15/03/2020,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,31.42,0.3
15/03/2020,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2770,26.86
15/03/2020,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,5400,52.36
15/03/2020,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,9900,95.99
15/04/2020,,,Hola (Tana River),1854,,,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,68,0.64
15/04/2020,Coast,Kilifi,Kilifi,1852,-3.63,39.85,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,49.6,0.47
15/04/2020,Coast,Kilifi,Kilifi,1852,-3.63,39.85,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,106,1
15/04/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,32,0.3
15/04/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,86,0.81
15/04/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,43,0.4
15/04/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,34.66,0.33
15/04/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,45,0.42
15/04/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (diesel),284,L,actual,Retail,KES,91.37,0.86
15/04/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (kerosene),283,L,actual,Retail,KES,77.28,0.73
15/04/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,78.41,0.74
15/04/2020,North Eastern,Garissa,Garissa,1855,-0.46,39.65,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,68,0.64
15/04/2020,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,81,0.76
15/04/2020,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,51.7,0.49
15/04/2020,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,121.51,1.14
15/04/2020,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,54,0.51
15/04/2020,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,105,0.99
15/04/2020,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,37.55,0.35
15/04/2020,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,60,0.56
15/05/2020,,,Hola (Tana River),1854,,,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,66,0.62
15/05/2020,Coast,Kilifi,Kilifi,1852,-3.63,39.85,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,99.3,0.93
15/05/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,34,0.32
15/05/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,92,0.86
15/05/2020,Eastern,Marsabit,Marsabit,190,2.33,37.98,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,48,0.45
15/05/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,43,0.4
15/05/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,43,0.4
15/05/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (diesel),284,L,actual,Retail,KES,78.37,0.73
15/05/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (kerosene),283,L,actual,Retail,KES,79.77,0.75
15/05/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (petrol-gasoline),285,L,actual,Retail,KES,83.33,0.78
15/05/2020,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,82,0.77
15/05/2020,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,52,0.49
15/05/2020,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,125.2,1.17
15/05/2020,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,53,0.5
15/05/2020,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,104,0.97
15/05/2020,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,37.33,0.35
15/06/2020,,,Hola (Tana River),1854,,,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,57,0.53
15/06/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,33,0.31
15/06/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,95,0.89
15/06/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,44,0.41
15/06/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,43,0.4
15/06/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (kerosene),283,L,actual,Retail,KES,62.46,0.59
15/06/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (petrol-gasoline),285,L,actual,Retail,KES,89.1,0.84
15/06/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,185,1.74
15/06/2020,North Eastern,Garissa,Garissa,1855,-0.46,39.65,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,68,0.64
15/06/2020,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,82,0.77
15/06/2020,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,51,0.48
15/06/2020,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,54,0.51
15/06/2020,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,69,0.65
15/06/2020,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,34.89,0.33
15/07/2020,,,Hola (Tana River),1854,,,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,57,0.53
15/07/2020,Coast,Kilifi,Kilifi,1852,-3.63,39.85,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,44.3,0.41
15/07/2020,Coast,Kilifi,Kilifi,1852,-3.63,39.85,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,106.6,0.99
15/07/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,34,0.32
15/07/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,98,0.91
15/07/2020,Eastern,Marsabit,Marsabit,190,2.33,37.98,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,47,0.44
15/07/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,45,0.42
15/07/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,31.96,0.3
15/07/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,43,0.4
15/07/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (diesel),284,L,actual,Retail,KES,91.87,0.86
15/07/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (kerosene),283,L,actual,Retail,KES,65.45,0.61
15/07/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (petrol-gasoline),285,L,actual,Retail,KES,100.48,0.94
15/07/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,180,1.68
15/07/2020,North Eastern,Garissa,Garissa,1855,-0.46,39.65,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,68,0.63
15/07/2020,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,81,0.75
15/07/2020,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,47,0.44
15/07/2020,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,126,1.17
15/07/2020,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,50,0.47
15/07/2020,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,100,0.93
15/07/2020,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,32.81,0.31
15/07/2020,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,31.9,0.3
15/08/2020,,,Hola (Tana River),1854,,,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,66,0.61
15/08/2020,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,92,0.85
15/08/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,43,0.4
15/08/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Retail,KES,52,0.48
15/08/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,32.91,0.3
15/08/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize flour,76,KG,actual,Retail,KES,62,0.57
15/08/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Rice,52,KG,actual,Retail,KES,104,0.96
15/08/2020,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,62,0.57
